Botteri's sparrow,Peucaea botterii,,North America,"Belize, Costa Rica, Guatemala, Honduras, Mexico, Nicaragua, United States",Stable,Least concern (LC)
Grey-bellied hawk,Accipiter poliogaster,,South America,"Ecuador, Argentina, Bolivia, Brazil, Colombia, Guyana, Paraguay, Peru, Suriname, Venezuela",Increasing,Near Threatened (NT)
Bennett's woodpecker,Campethera bennettii,,Africa,"South Africa, Angola, Botswana, Burundi, DR Congo, Malawi, Mozambique, Namibia,  Rwanda, Tanzania,",Stable,Least concern (LC)
Common miner,Geositta cunicularia,,South America,"Chile, Argentina, Bolivia, Brazil, Peru, Uruguay",Decreasing,Least concern (LC)
Andean ibis,Theristicus branickii,,South America,"Ecuador, Chile, Bolivia, Peru",Decreasing,Near Threatened (NT)
Orange-cheeked parrot,Pyrilia barrabandi,,South America,"Ecuador, Bolivia, Brazil,  Colombia, Peru, Venezuela",Stable,Near Threatened (NT)
White-throated caracara,Phalcoboenus albogularis,,South America,"Chile, Argentina",Stable,Least concern (LC)
Golden-winged parakeet,Brotogeris chrysoptera,,South America,"Bolivia, Brazil, Guyana, Suriname, Venezuela",Decreasing,Least concern (LC)
Bengal bush lark,Mirafra assamica,,Asia,"India, Bangladesh, Bhutan, Myanmar, Nepal",Stable,Least concern (LC)
Tepui parrotlet,Nannopsittaca panychlora,,South America,"Brazil, Guyana, Venezuela",Stable,Least concern (LC)
Grey-hooded parakeet,Psilopsiagon aymara,,South America,"Argentina, Bolivia  Neotropical",Stable,Least concern (LC)
Tufted jay,Cyanocorax dickeyi,,North America,Mexico,Decreasing,Near Threatened (NT)
Shining sunbeam,Aglaeactis cupripennis,,South America,"Ecuador, Colombia, Peru",Stable,Least concern (LC)
Socotra buzzard,Buteo socotraensis,,Asia,Yemen,Stable,Vulnerable (VU)
Bradfield's hornbill,Lophoceros bradfieldi,,Africa,"Angola, Botswana, Namibia, Zambia, Zimbabwe",Decreasing,Least concern (LC)
Javan owlet,Glaucidium castanopterum,,Asia,Indonesia,Stable,Least concern (LC)
Andean siskin,Spinus spinescens,,South America,"Ecuador, Colombia, Venezuela",Stable,Least concern (LC)
Père David's tit,Poecile davidi,,Asia,China,Decreasing,Least concern (LC)
White-tailed sabrewing,Campylopterus ensipennis,,"South America, North America","Trinidad and Tobago, Venezuela",Decreasing,Near Threatened (NT)
Stripe-headed sparrow,Peucaea ruficauda,,North America,"Costa Rica, El Salvador,  Guatemala, Honduras, Mexico, Nicaragua",Stable,Least concern (LC)
Golden grosbeak,Pheucticus chrysogaster,,South America,"Ecuador, Colombia, Peru, Venezuela",Stable,Least concern (LC)
Green oropendola,Psarocolius viridis,,South America,"Ecuador, Bolivia, Brazil, Colombia, Guyana, Peru, Suriname, Venezuela",Stable,Least concern (LC)
Mangrove rail,Rallus longirostris,,"South America, North America","Trinidad and Tobago, Ecuador, Brazil, Colombia,  Guyana, Peru, Suriname, Venezuela",Decreasing,Least concern (LC)
White-naped swift,Streptoprocne semicollaris,,North America,Mexico,Decreasing,Least concern (LC)
Wine-throated hummingbird,Selasphorus ellioti,,North America,"El Salvador, Guatemala, Honduras, Mexico",Stable,Least concern (LC)
Spotted nothura,Nothura maculosa,,South America,"Argentina, Brazil, Paraguay, Uruguay",Decreasing,Least concern (LC)
Santa Marta parakeet,Pyrrhura viridicata,,South America,Colombia,Decreasing,Endangered (EN)
Frilled coquette,Lophornis magnificus,,South America,Brazil,Unknown,Least concern (LC)
Nepal house martin,Delichon nipalense,,Asia,"China, India, Bhutan, Laos, Myanmar, Nepal, Thailand, Viet Nam",Stable,Least concern (LC)
El Oro parakeet,Pyrrhura orcesi,,South America,Ecuador,Decreasing,Endangered (EN)
Blue-and-yellow tanager,Rauenia bonariensis,,South America,"Argentina, Bolivia, Brazil, Paraguay, Uruguay",Stable,Least concern (LC)
Undulated tinamou,Crypturellus undulatus,,South America,"Ecuador, Argentina, Bolivia, Brazil, Colombia, Guyana, Paraguay, Peru,  Venezuela",Decreasing,Least concern (LC)
Spectacled thrush,Turdus nudigenis,,"South America, North America","Antigua and Barbuda,  Barbados, Dominica, Grenada, Guadeloupe, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Trinidad and Tobago, Brazil,",Stable,Least concern (LC)
Grey-breasted martin,Progne chalybea,,"South America,  North America","Trinidad and Tobago, Belize, Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Ecuador,",Stable,Least concern (LC)
Manu parrotlet,Nannopsittaca dachilleae,,South America,"Bolivia, Brazil, Peru",Decreasing,Least concern (LC)
Violet-headed hummingbird,Klais guimeti,,"South America, North America","Costa Rica, Honduras, Nicaragua, Panama, Ecuador, Bolivia, Brazil,  Colombia, Peru, Venezuela",Decreasing,Least concern (LC)
Rufous nightjar,Antrostomus rufus,,"South America, North America","Saint Lucia, Trinidad and Tobago, Costa Rica, Panama, Ecuador, Argentina, Bolivia, Brazil, Colombia, Guyana,",Decreasing,Least concern (LC)
White-necked puffbird,Notharchus hyperrhynchus,,"South America, North America","Belize, Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua,  Panama, Ecuador, Bolivia,",Decreasing,Least concern (LC)
Stripe-throated bulbul,Pycnonotus finlaysoni,,Asia,"China, Cambodia, Laos, Malaysia, Myanmar, Thailand, Viet Nam",Stable,Least concern (LC)
Rufous-browed peppershrike,Cyclarhis gujanensis,,"South America, North America","Trinidad and Tobago, Belize, Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Ecuador,",Increasing,Least concern (LC)
Andean guan,Penelope montagnii,,South America,"Ecuador, Bolivia, Colombia, Peru, Venezuela",Decreasing,Least concern (LC)
Red-crowned ant tanager,Habia rubica,,"South America, North America","Trinidad and Tobago, Belize, Costa Rica,  El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Ecuador,",Decreasing,Least concern (LC)
Antillean euphonia,Euphonia musica,,North America,Dominican Republic,Stable,Least concern (LC)
Long-tailed silky-flycatcher,Ptiliogonys caudatus,,North America,"Costa Rica, Panama",Decreasing,Least concern (LC)
Lesser kiskadee,Philohydor lictor,,"South America, North America","Panama,  Ecuador, Argentina, Bolivia, Brazil, Colombia, Guyana, Peru, Suriname, Venezuela",Stable,Least concern (LC)
Chilean swallow,Tachycineta leucopyga,,South America,"Chile, Argentina, Bolivia, Brazil,  Paraguay, Uruguay",Increasing,Least concern (LC)
Black-and-yellow tanager,Chrysothlypis chrysomelas,,North America,"Costa Rica, Panama",Decreasing,Least concern (LC)
Eastern crowned warbler,Phylloscopus coronatus,,Asia,"China, Japan, North Korea, South Korea, Taiwan, Russia, Cambodia,  Indonesia, Laos, Malaysia,",Stable,Least concern (LC)
Pale-winged trumpeter,Psophia leucoptera,,South America,"Bolivia, Brazil, Peru",Decreasing,Near Threatened (NT)
Crimson-bellied woodpecker,Campephilus haematogaster,,South America,"Ecuador, Colombia, Peru",Decreasing,Least concern (LC)
Rufous-backed thrush,Turdus rufopalliatus,,North America,"Mexico, United States",Stable,Least concern (LC)
Rufous-throated antbird,Gymnopithys rufigula,,South America,"Brazil, Guyana, Suriname, Venezuela",Stable,Least concern (LC)
Small-billed tinamou,Crypturellus parvirostris,,South America,"Argentina, Bolivia, Brazil, Paraguay, Peru",Decreasing,Least concern (LC)
Chiribiquete emerald,Chlorostilbon olivaresi,,South America,Colombia,Unknown,Least concern (LC)
Thicket tinamou,Crypturellus cinnamomeus,,North America,"Belize, Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua",Decreasing,Least concern (LC)
Least nighthawk,Chordeiles pusillus,,South America,"Argentina, Bolivia, Brazil, Colombia, Guyana, Venezuela",Stable,Least concern (LC)
Jerdon's bush lark,Mirafra affinis,,Asia,"India, Sri Lanka",Stable,Least concern (LC)
Black-breasted puffleg,Eriocnemis nigrivestis,,South America,Ecuador,Decreasing,Endangered (EN)
Horned sungem,Heliactin bilophus,,South America,"Bolivia, Brazil, Suriname",Increasing,Least concern (LC)
Giant snipe,Gallinago undulata,,South America,"Bolivia, Brazil, Colombia, Guyana, Paraguay, Suriname, Venezuela",Decreasing,Least concern (LC)
Masked cardinal,Paroaria nigrogenis,,"South America, North America","Trinidad and Tobago, Colombia, Venezuela",Stable,Least concern (LC)
Rufous-bellied chachalaca,Ortalis wagleri,,North America,Mexico,Decreasing,Least concern (LC)
Greater yellow finch,Sicalis auriventris,,South America,"Chile, Argentina",Stable,Least concern (LC)
Swallow tanager,Tersina viridis,,"South America, North America","Trinidad and Tobago, Panama, Ecuador, Argentina, Bolivia, Brazil, Colombia, Guyana, Paraguay, Peru,",Stable,Least concern (LC)
Brown-backed woodpecker,Dendropicos obsoletus,,Africa,"Benin, Burkina Faso, Cameroon, Central African Republic, Chad,  DR Congo, Cote d'Ivoire, Eritrea, Ethiopia, Gambia,",Stable,Least concern (LC)
Andean teal,Anas andium,,South America,"Ecuador, Colombia, Venezuela",Decreasing,Least concern (LC)
Nocturnal curassow,Nothocrax urumutum,,South America,"Ecuador, Brazil, Colombia, Peru, Venezuela",Decreasing,Least concern (LC)
Little hermit,Phaethornis longuemareus,,"South America, North America","Trinidad and Tobago, Brazil, Guyana, Suriname, Venezuela",Stable,Least concern (LC)
Wire-crested thorntail,Discosura popelairii,,South America,"Ecuador, Colombia, Peru",Unknown,Near Threatened (NT)
Highland guan,Penelopina nigra,,North America,"Guatemala, Honduras, Mexico, Nicaragua",Decreasing,Vulnerable (VU)
Hook-billed hermit,Glaucis dohrnii,,South America,Brazil,Decreasing,Endangered (EN)
Pavonine cuckoo,Dromococcyx pavoninus,,South America,"Ecuador, Argentina, Bolivia, Brazil,   Guyana, Paraguay, Peru, Venezuela",Decreasing,Least concern (LC)
Cuban bullfinch,Melopyrrha nigra,,North America,Cuba,Decreasing,Near Threatened (NT)
Band-winged nightjar,Systellura longirostris,,South America,"Ecuador, Chile,  Argentina, Bolivia, Brazil, Colombia, Paraguay, Peru, Uruguay, Venezuela",Stable,Least concern (LC)
Sapphire-rumped parrotlet,Touit purpuratus,,South America,"Ecuador, Brazil, Colombia, Guyana, Peru, Suriname, Venezuela",Stable,Least concern (LC)
Black-chinned siskin,Spinus barbatus,,South America,"Chile, Argentina",Stable,Least concern (LC)
Sharp-tailed ibis,Cercibis oxycerca,,South America,"Brazil, Colombia, Guyana, Suriname, Venezuela",Stable,Least concern (LC)
Whooping motmot,Momotus subrufescens,,"South America, North America","Panama, Ecuador, Colombia, Peru, Venezuela",Stable,Least concern (LC)
Bushy-crested jay,Cyanocorax melanocyaneus,,North America,"El Salvador, Guatemala, Honduras,  Nicaragua",Stable,Least concern (LC)
Green-throated mango,Anthracothorax viridigula,,"South America, North America","Antigua and Barbuda, Barbados, Dominica, Grenada, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Trinidad and Tobago, Brazil, Guyana,",Decreasing,Least concern (LC)
Cayenne jay,Cyanocorax cayanus,,South America,"Brazil, Guyana, Suriname, Venezuela",Stable,Least concern (LC)
Bearded screech owl,Megascops barbarus,,North America,"Guatemala, Mexico",Decreasing,Least concern (LC)
Green-fronted lancebill,Doryfera ludovicae,,"South America, North America","Costa Rica, Panama, Ecuador, Bolivia, Colombia, Peru, Venezuela",Unknown,Least concern (LC)
Dwarf tinamou,Taoniscus nanus,,South America,Brazil,Decreasing,Endangered (EN)
Black-winged petrel,Pterodroma nigripennis,,North America,"United States, Australia, New Zealand, Fiji, Marshall Islands, Tonga",Decreasing,Least concern (LC)
Marico sunbird,Cinnyris mariquensis,,Africa,"South Africa, Angola, Botswana, Burundi, Eritrea, Ethiopia, Kenya, Mozambique, Namibia, Rwanda,",Stable,Least concern (LC)
Golden-collared toucanet,Selenidera reinwardtii,,South America,"Ecuador, Brazil, Colombia, Peru",Unknown,Least concern (LC)
Andean tinamou,Nothoprocta pentlandii,,South America,"Ecuador, Chile, Argentina, Bolivia, Peru",Stable,Least concern (LC)
Bearded wood partridge,Dendrortyx barbatus,,North America,Mexico,Decreasing,Vulnerable (VU)
Kaempfer's woodpecker,Celeus obrieni,,South America,Brazil,Decreasing,Vulnerable (VU)
Bonaparte's parakeet,Pyrrhura lucianii,,South America,Brazil,Decreasing,Least concern (LC)
Semiplumbeous hawk,Leucopternis semiplumbeus,,"South America, North America","Costa Rica, Honduras, Nicaragua,  Panama, Ecuador, Colombia",Decreasing,Least concern (LC)
Orange-billed nightingale-thrush,Catharus aurantiirostris,,"South America, North America","Trinidad and Tobago, Costa Rica, El Salvador, Guatemala, Honduras, Mexico,  Nicaragua, Panama, Colombia, Venezuela",Unknown,Least concern (LC)
Robust woodpecker,Campephilus robustus,,South America,"Argentina, Brazil, Paraguay",Increasing,Least concern (LC)
Cerulean-capped manakin,Lepidothrix coeruleocapilla,,South America,Peru,Stable,Least concern (LC)
Sri Lanka whistling thrush,Myophonus blighi,,Asia,Sri Lanka,Decreasing,Endangered (EN)
Mangrove hummingbird,Amazilia boucardi,,North America,Costa Rica,Decreasing,Endangered (EN)
Beautiful woodpecker,Melanerpes pulcher,,South America,Colombia,Stable,Least concern (LC)
Multicoloured tanager,Chlorochrysa nitidissima,,South America,Colombia,Decreasing,Near Threatened (NT)
Banded cotinga,Cotinga maculata,,South America,Brazil,Decreasing,Critically endangered (CR)
Blue-headed hummingbird,Riccordia bicolor,,North America,Dominica,Decreasing,Least concern (LC)
Unicolored blackbird,Agelasticus cyanopus,,South America,"Argentina, Bolivia, Brazil, Paraguay",Stable,Least concern (LC)
Brown tinamou,Crypturellus obsoletus,,South America,"Ecuador, Argentina, Bolivia, Brazil, Colombia, Paraguay, Peru, Uruguay, Venezuela",Stable,Least concern (LC)
Yellow-tufted woodpecker,Melanerpes cruentatus,,"South America  Ecuador, Bolivia,  Brazil, Colombia, Guyana, Peru, Suriname, Venezuela",French Guiana,Stable,Least concern (LC)
Rufous-vented ground cuckoo,Neomorphus geoffroyi,,"South America, North America","Costa Rica, Nicaragua, Panama, Ecuador,  Bolivia, Brazil, Colombia, Peru",Decreasing,Vulnerable (VU)
Blackish-blue seedeater,Amaurospiza moesta,,"South America, North America","Honduras, Mexico, Nicaragua, Panama, Ecuador,  Argentina, Brazil, Colombia, Paraguay, Peru,",Decreasing,Least concern (LC)
Brazilian ruby,Clytolaema rubricauda,,South America,Brazil,Unknown,Least concern (LC)
Krüper's nuthatch,Sitta krueperi,,"Europe, Asia  Greece, Russia, Georgia, Turkey",Palearctic,Decreasing,Least concern (LC)
Agile tit-tyrant,Uromyias agilis,,South America,"Ecuador, Colombia, Venezuela",Stable,Least concern (LC)
San Blas jay,Cyanocorax sanblasianus,,North America,Mexico,Decreasing,Least concern (LC)
Cuban blackbird,Dives atroviolaceus,,North America,Cuba,Stable,Least concern (LC)
Ivory-billed woodcreeper,Xiphorhynchus flavigaster,,North America,"Belize, Costa Rica, El Salvador, Guatemala,  Honduras, Mexico, Nicaragua",Decreasing,Least concern (LC)
Tataupa tinamou,Crypturellus tataupa,,South America,"Ecuador, Argentina, Bolivia, Brazil, Paraguay, Peru",Decreasing,Least concern (LC)
Rufous-throated dipper,Cinclus schulzii,,South America,"Argentina, Bolivia",Decreasing,Vulnerable (VU)
Puna tinamou,Tinamotis pentlandii,,South America,"Chile, Argentina, Bolivia, Peru",Stable,Least concern (LC)
Oasis hummingbird,Rhodopis vesper,,South America,"Chile, Peru",Stable,Least concern (LC)
Slate-colored hawk,Buteogallus schistaceus,,South America,"Ecuador, Bolivia, Brazil, Colombia,  Peru, Venezuela",Decreasing,Least concern (LC)
Spot-winged pigeon,Patagioenas maculosa,,South America,"Argentina, Bolivia, Brazil, Paraguay, Uruguay",Increasing,Least concern (LC)
Olive-winged bulbul,Pycnonotus plumosus,,Asia,"Brunei, Indonesia, Malaysia, Myanmar, Philippines, Singapore, Thailand",Stable,Least concern (LC)
Colima warbler,Leiothlypis crissalis,,North America,"Mexico, United States",Stable,Least concern (LC)
Common bush tanager,Chlorospingus flavopectus,,"South America,  North America","Belize, Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Ecuador, Argentina,",Decreasing,Least concern (LC)
Cinnamon-rumped seedeater,Sporophila torqueola,,North America,Mexico,Increasing,Least concern (LC)
Rufous-thighed kite,Harpagus diodon,,South America,"Ecuador, Argentina, Bolivia, Brazil, Guyana, Paraguay, Suriname",Decreasing,Least concern (LC)
Bare-legged owl,Margarobyas lawrencii,,North America,Cuba,Stable,Least concern (LC)
White-winged lark,Alauda leucoptera,,"Asia, Europe","China, Mongolia, Russia, Ukraine, Azerbaijan,  Iran, Kazakhstan, Turkmenistan, Uzbekistan",Decreasing,Least concern (LC)
Common tody-flycatcher,Todirostrum cinereum,,"South America, North America","Belize, Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Ecuador, Argentina,",Increasing,Least concern (LC)
Blue-fronted parrotlet,Touit dilectissimus,,"South America, North America","Panama, Ecuador,  Colombia, Venezuela",Decreasing,Least concern (LC)
Croaking ground dove,Columbina cruziana,,South America,"Ecuador, Chile, Peru",Increasing,Least concern (LC)
Speckled hummingbird,Adelomyia melanogenys,,South America,"Ecuador, Argentina, Bolivia, Colombia, Peru, Venezuela",Unknown,Least concern (LC)
Balsas screech owl,Megascops seductus,,North America,Mexico,Decreasing,Least concern (LC)
Nutting's flycatcher,Myiarchus nuttingi,,North America,"Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, United States",Stable,Least concern (LC)
Red-breasted chat,Granatellus venustus,,North America,Mexico,Decreasing,Least concern (LC)
Black-throated accentor,Prunella atrogularis,,Asia,"China, Mongolia, Russia, India, Nepal, Afghanistan, Iran, Kazakhstan, Kyrgyzstan, Pakistan,",Stable,Least concern (LC)
Mantled hawk,Pseudastur polionotus,,"South America  Brazil, Paraguay",Neotropical,Decreasing,Near Threatened (NT)
Cuban pygmy owl,Glaucidium siju,,North America,Cuba,Stable,Least concern (LC)
Yellow-browed toucanet,Aulacorhynchus huallagae,,South America,Peru,Decreasing,Endangered (EN)
Grey-backed storm petrel,Garrodia nereis,,"Antarctica, South America","Australia, New Zealand, Chile, Argentina",Decreasing,Least concern (LC)
Red-fronted parrotlet,Touit costaricensis,,North America,"Costa Rica, Panama",Decreasing,Vulnerable (VU)
Great-billed seed finch,Sporophila maximiliani,,South America,"Bolivia, Brazil, Guyana, Suriname, Venezuela",Decreasing,Endangered (EN)
White-bellied chachalaca,Ortalis leucogastra,,North America,"El Salvador, Guatemala, Honduras,  Mexico, Nicaragua",Stable,Least concern (LC)
Black-capped gnatcatcher,Polioptila nigriceps,,North America,"Mexico, United States",Decreasing,Least concern (LC)
Perijá tapaculo,Scytalopus perijanus,,South America,"Colombia, Venezuela",Decreasing,Vulnerable (VU)
Jamaican woodpecker,Melanerpes radiolatus,,North America,Jamaica,Decreasing,Least concern (LC)
Green thorntail,Discosura conversii,,"South America, North America","Costa Rica, Panama, Ecuador, Colombia",Decreasing,Least concern (LC)
Yellow-faced siskin,Spinus yarrellii,,South America,"Brazil, Venezuela",Decreasing,Vulnerable (VU)
White-winged swallow,Tachycineta albiventer,,"South America, North America","Trinidad and Tobago, Ecuador, Argentina, Bolivia, Brazil, Colombia, Guyana, Paraguay, Peru, Suriname,",Stable,Least concern (LC)
Song wren,Cyphorhinus phaeocephalus,,"South America, North America","Costa Rica, Honduras, Nicaragua, Panama, Ecuador, Colombia",Decreasing,Least concern (LC)
Aztec thrush,Ridgwayia pinicola,,North America,Mexico,Decreasing,Least concern (LC)
Sand lark,Alaudala raytal,,Asia,"India, Bangladesh, Bhutan, Myanmar, Nepal, Iran, Pakistan",Stable,Least concern (LC)
Blue-winged mountain tanager,Anisognathus somptuosus,,South America,"Ecuador, Bolivia, Colombia, Peru, Venezuela",Stable,Least concern (LC)
Moluccan woodcock,Scolopax rochussenii,,Asia,Indonesia,Decreasing,Endangered (EN)
Sickle-winged guan,Chamaepetes goudotii,,South America,"Ecuador, Bolivia, Colombia, Peru",Decreasing,Least concern (LC)
Violet wood hoopoe,Phoeniculus damarensis,,Africa,"Angola, Kenya, Namibia, Tanzania",Decreasing,Least concern (LC)
Pygmy cupwing,Pnoepyga pusilla,,Asia,"China, India, Bangladesh, Bhutan, Cambodia, Indonesia, Laos, Malaysia, Myanmar, Nepal,",Decreasing,Least concern (LC)
Golden-collared manakin,Manacus vitellinus,,"South America, North America","Panama, Colombia",Stable,Least concern (LC)
Grey-fronted dove,Leptotila rufaxilla,,"South America, North America","Trinidad and Tobago, Ecuador, Argentina, Bolivia, Brazil, Colombia, Guyana, Paraguay, Peru, Suriname,",Decreasing,Least concern (LC)
Dupont's lark,Chersophilus duponti,,"Europe, Africa","Spain, Algeria, Egypt, Libya, Morocco, Tunisia",Decreasing,Vulnerable (VU)
Stripe-tailed yellow finch,Sicalis citrina,,South America,"Argentina, Bolivia, Brazil, Colombia, Guyana, Peru, Suriname, Venezuela",Stable,Least concern (LC)
Black cuckooshrike,Campephaga flava,,Africa,"South Africa, Angola, Botswana, Burundi, DR Congo, Ethiopia, Kenya, Malawi, Mozambique, Namibia,",Stable,Least concern (LC)
Blue-crowned trogon,Trogon curucui,,South America,"Ecuador, Argentina, Bolivia, Brazil, Colombia, Paraguay, Peru",Decreasing,Least concern (LC)
Rainbow-bearded thornbill,Chalcostigma herrani,,South America,"Ecuador, Colombia, Peru",Decreasing,Least concern (LC)
Violet-capped woodnymph,Thalurania glaucopis,,South America,"Argentina, Brazil, Paraguay, Uruguay",Unknown,Least concern (LC)
Colombian mountain grackle,Macroagelaius subalaris,,South America,Colombia,Decreasing,Endangered (EN)
Semicollared hawk,Accipiter collaris,,South America,"Ecuador, Colombia, Peru, Venezuela",Stable,Least concern (LC)
Rosy thrush-tanager,Rhodinocichla rosea,,"South America, North America","Costa Rica, Mexico, Panama, Colombia, Venezuela",Stable,Least concern (LC)
Chestnut-bellied guan,Penelope ochrogaster,,South America,Brazil,Decreasing,Vulnerable (VU)
Gorgeted puffleg,Eriocnemis isabellae,,South America,Colombia,Decreasing,Critically endangered (CR)
Cryptic forest falcon,Micrastur mintoni,,South America,"Bolivia, Brazil",Decreasing,Least concern (LC)
Bryan's shearwater,Puffinus bryani,,"North America, Asia","Japan, United States",Decreasing,Critically endangered (CR)
Black-striped sparrow,Arremonops conirostris,,"South America, North America  Costa Rica, Honduras, Nicaragua, Panama, Ecuador, Brazil, Colombia, Peru, Venezuela",Neotropical,Stable,Least concern (LC)
Cinnamon screech owl,Megascops petersoni,,South America,"Ecuador, Colombia, Peru",Decreasing,Least concern (LC)
Buffy hummingbird,Leucippus fallax,,South America,"Colombia, Venezuela",Decreasing,Least concern (LC)
Long-tailed hermit,Phaethornis superciliosus,,South America,"Brazil, Colombia, Guyana, Suriname, Venezuela",Decreasing,Least concern (LC)
Black-browed reed warbler,Acrocephalus bistrigiceps,,Asia,"China, Hong Kong, Japan, North Korea, South Korea, Mongolia, Taiwan, Russia, India, Cambodia,",Stable,Least concern (LC)
Barbuda warbler,Setophaga subita,,North America,Antigua and Barbuda,Decreasing,Vulnerable (VU)
Little woodstar,Chaetocercus bombus,,South America,"Ecuador, Colombia, Peru",Decreasing,Vulnerable (VU)
Rufous-banded owl,Strix albitarsis,,South America,"Ecuador, Bolivia, Colombia, Peru, Venezuela",Decreasing,Least concern (LC)
Singing bush lark,Mirafra cantillans,,"Asia, Africa","China, Hong Kong, Australia, Papua New Guinea, India, Cambodia, Indonesia,  Laos, Myanmar, Nepal,",Stable,Least concern (LC)
Scrub blackbird,Dives warczewiczi,,South America,"Ecuador, Colombia, Peru",Increasing,Least concern (LC)
Madagascar cuckoo-hawk,Aviceda madagascariensis,,Africa,Madagascar,Decreasing,Least concern (LC)
Sykes's lark,Galerida deva,,Asia,India,Stable,Least concern (LC)
White-crested elaenia,Elaenia albiceps,,South America,"Ecuador, Chile, Argentina, Bolivia, Brazil, Colombia, Paraguay, Peru, Uruguay",Stable,Least concern (LC)
Red-legged tinamou,Crypturellus erythropus,,South America,"Brazil, Colombia, Guyana, Suriname, Venezuela",Decreasing,Least concern (LC)
White-whiskered puffbird,Malacoptila panamensis,,"South America, North America","Belize, Costa Rica, Guatemala, Honduras, Mexico, Nicaragua, Panama, Ecuador, Colombia",Decreasing,Least concern (LC)
Mountain wheatear,Myrmecocichla monticola,,Africa,"South Africa, Angola, Lesotho, Namibia",Stable,Least concern (LC)
White-lined tanager,Tachyphonus rufus,,"South America, North America","Trinidad and Tobago, Costa Rica, Panama, Ecuador, Argentina, Bolivia,  Brazil, Colombia, Guyana, Paraguay,",Stable,Least concern (LC)
Slaty-breasted tinamou,Crypturellus boucardi,,"South America, North America","Belize, Costa Rica, Guatemala, Honduras, Mexico, Nicaragua, Colombia",Decreasing,Least concern (LC)
White-collared manakin,Manacus candei,,North America,"Belize, Costa Rica, Guatemala, Honduras, Mexico, Nicaragua,  Panama",Stable,Least concern (LC)
Rusty-barred owl,Strix hylophila,,South America,"Argentina, Brazil, Paraguay",Decreasing,Near Threatened (NT)
Piratic flycatcher,Legatus leucophaius,,"North America, South America","Trinidad and Tobago, Belize, Costa Rica, Guatemala, Honduras, Mexico, Nicaragua, Panama, Ecuador, Argentina,",Stable,Least concern (LC)
Black storm petrel,Oceanodroma melania,,"North America, South America","Costa Rica, El Salvador, Guatemala, Mexico, Nicaragua, Panama, United States, Ecuador, Colombia, Peru",Decreasing,Least concern (LC)
Rufous-backed wren,Campylorhynchus capistratus,,North America,"Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua",Stable,Least concern (LC)
Rufous-collared thrush,Turdus rufitorques,,North America,"El Salvador, Guatemala, Honduras, Mexico",Decreasing,Least concern (LC)
Craveri's murrelet,Synthliboramphus craveri,,North America,"Guatemala, Mexico, United States",Decreasing,Vulnerable (VU)
Gould's toucanet,Selenidera gouldii,,South America,"Bolivia, Brazil",Decreasing,Least concern (LC)
Pale martin,Riparia diluta,,"Asia, Africa","China, Egypt, Russia,  India, Nepal, Viet Nam, Kazakhstan, Pakistan",Unknown,Least concern (LC)
Andean lapwing,Vanellus resplendens,,South America,"Ecuador, Chile, Argentina, Bolivia, Colombia, Peru",Stable,Least concern (LC)
Cream-backed woodpecker,Campephilus leucopogon,,South America,"Argentina, Bolivia, Brazil,  Paraguay, Uruguay",Stable,Least concern (LC)
Ainley's storm petrel,Oceanodroma cheimomnestes,,North America,Mexico,Stable,Vulnerable (VU)
Black-breasted wood quail,Odontophorus leucolaemus,,North America,"Costa Rica, Panama",Decreasing,Least concern (LC)
Plumbeous pigeon,Patagioenas plumbea,,"South America, North America","Panama, Ecuador, Bolivia, Brazil, Colombia, Guyana, Peru, Suriname, Venezuela",Decreasing,Least concern (LC)
Handsome spurfowl,Pternistis nobilis,,Africa,"Burundi, DR Congo, Rwanda, Uganda",Decreasing,Least concern (LC)
Black-collared jay,Cyanolyca armillata,,South America,"Colombia, Venezuela",Stable,Least concern (LC)
Rufous-fronted bushtit,Aegithalos iouschistos,,Asia,"China, Bhutan, Nepal",Stable,Least concern (LC)
Black-vented oriole,Icterus wagleri,,North America,"El Salvador, Guatemala, Honduras, Mexico, Nicaragua",Decreasing,Least concern (LC)
African yellow warbler,Iduna natalensis,,Africa,"South Africa, Angola, Burundi, Cameroon, Central African Republic, Congo, DR Congo, Ethiopia,  Gabon, Kenya,",Stable,Least concern (LC)
Yellow-crowned euphonia,Euphonia luteicapilla,,North America,"Costa Rica, Honduras, Nicaragua, Panama",Stable,Least concern (LC)
Middendorff's grasshopper warbler,Helopsaltes ochotensis,,Asia,"China, Japan, South Korea, Taiwan, Russia, Brunei, Indonesia, Malaysia, Philippines",Decreasing,Least concern (LC)
